Book;Chapter;Verse;Content
Isaiah;22;3;"All your leaders have fled together;"
Isaiah;22;4;"Therefore I said:"
Isaiah;22;5;"For the Lord God of hosts has a day"
Isaiah;22;6;"And Elam bore the quiver"
Isaiah;22;7;"Your choicest valleys were full of chariots,"
Isaiah;22;8;"He has taken away the covering of Judah."
Isaiah;22;9;"and you saw that the breaches of the city of David were many. You collected the waters of the lower pool,"
Isaiah;22;10;"and you counted the houses of Jerusalem, and you broke down the houses to fortify the wall."
Isaiah;22;11;"You made a reservoir between the two walls for the water of the old pool. But you did not look to him who did it, or see him who planned it long ago."
Isaiah;22;12;"In that day the Lord God of hosts"
Isaiah;22;13;"and behold, joy and gladness,"
Isaiah;22;14;"The Lord of hosts has revealed himself in my ears:"
Isaiah;22;15;"Thus says the Lord God of hosts, “Come, go to this steward, to Shebna, who is over the household, and say to him:"
Isaiah;22;16;"What have you to do here, and whom have you here, that you have cut out here a tomb for yourself, you who cut out a tomb on the height and carve a dwelling for yourself in the rock?"
Isaiah;22;17;"Behold, the Lord will hurl you away violently, O you strong man. He will seize firm hold on you"
Isaiah;22;18;"and whirl you around and around, and throw you like a ball into a wide land. There you shall die, and there shall be your glorious chariots, you shame of your master's house."
Isaiah;22;19;"I will thrust you from your office, and you will be pulled down from your station."
Isaiah;22;20;"In that day I will call my servant Eliakim the son of Hilkiah,"
Isaiah;22;21;"and I will clothe him with your robe, and will bind your sash on him, and will commit your authority to his hand. And he shall be a father to the inhabitants of Jerusalem and to the house of Judah."
Isaiah;22;22;"And I will place on his shoulder the key of the house of David. He shall open, and none shall shut; and he shall shut, and none shall open."
Isaiah;22;23;"And I will fasten him like a peg in a secure place, and he will become a throne of honor to his father's house."
Isaiah;22;24;"And they will hang on him the whole honor of his father's house, the offspring and issue, every small vessel, from the cups to all the flagons."
Isaiah;22;25;"In that day, declares the Lord of hosts, the peg that was fastened in a secure place will give way, and it will be cut down and fall, and the load that was on it will be cut off, for the Lord has spoken.”"
Isaiah;23;23;"The oracle concerning Tyre."
Isaiah;23;2;"Be still, O inhabitants of the coast;"
Isaiah;23;3;"And on many waters"
Isaiah;23;4;"Be ashamed, O Sidon, for the sea has spoken,"
Isaiah;23;5;"When the report comes to Egypt,"
Isaiah;23;6;"Cross over to Tarshish;"
Isaiah;23;7;"Is this your exultant city"
Isaiah;23;8;"Who has purposed this"
Isaiah;23;9;"The Lord of hosts has purposed it,"
Isaiah;23;10;"Cross over your land like the Nile,"
Isaiah;23;11;"He has stretched out his hand over the sea;"
Isaiah;23;12;"And he said:"
Isaiah;23;13;"Behold the land of the Chaldeans! This is the people that was not; Assyria destined it for wild beasts. They erected their siege towers, they stripped her palaces bare, they made her a ruin."
Isaiah;23;14;"Wail, O ships of Tarshish,"
Isaiah;23;15;"In that day Tyre will be forgotten for seventy years, like the days of one king. At the end of seventy years, it will happen to Tyre as in the song of the prostitute:"
Isaiah;23;16;"“Take a harp;"
Isaiah;23;17;"At the end of seventy years, the Lord will visit Tyre, and she will return to her wages and will prostitute herself with all the kingdoms of the world on the face of the earth."
Isaiah;23;18;"Her merchandise and her wages will be holy to the Lord. It will not be stored or hoarded, but her merchandise will supply abundant food and fine clothing for those who dwell before the Lord."
Isaiah;24;24;"Behold, the Lord will empty the earth and make it desolate,"
Isaiah;24;2;"And it shall be, as with the people, so with the priest;"
Isaiah;24;3;"The earth shall be utterly empty and utterly plundered;"
Isaiah;24;4;"The earth mourns and withers;"
Isaiah;24;5;"The earth lies defiled"
Isaiah;24;6;"Therefore a curse devours the earth,"
Isaiah;24;7;"The wine mourns,"
Isaiah;24;8;"The mirth of the tambourines is stilled,"
Isaiah;24;9;"No more do they drink wine with singing;"
Isaiah;24;10;"The wasted city is broken down;"
Isaiah;24;11;"There is an outcry in the streets for lack of wine;"
Isaiah;24;12;"Desolation is left in the city;"
Isaiah;24;13;"For thus it shall be in the midst of the earth"
Isaiah;24;14;"They lift up their voices, they sing for joy;"
Isaiah;24;15;"Therefore in the east give glory to the Lord;"
Isaiah;24;16;"From the ends of the earth we hear songs of praise,"
Isaiah;24;17;"Terror and the pit and the snare"
Isaiah;24;18;"He who flees at the sound of the terror"
Isaiah;24;19;"The earth is utterly broken,"
Isaiah;24;20;"The earth staggers like a drunken man;"
Isaiah;24;21;"On that day the Lord will punish"
Isaiah;24;22;"They will be gathered together"
Isaiah;24;23;"Then the moon will be confounded"
Isaiah;25;25;"O Lord, you are my God;"
Isaiah;25;2;"For you have made the city a heap,"
Isaiah;25;3;"Therefore strong peoples will glorify you;"
Isaiah;25;4;"For you have been a stronghold to the poor,"
Isaiah;25;5;"&nbsp;&nbsp;&nbsp;&nbsp;"
Isaiah;25;6;"On this mountain the Lord of hosts will make for all peoples"
Isaiah;25;7;"And he will swallow up on this mountain"
Isaiah;25;8;"&nbsp;&nbsp;&nbsp;&nbsp;"
Isaiah;25;9;"It will be said on that day,"
Isaiah;25;10;"For the hand of the Lord will rest on this mountain,"
Isaiah;25;11;"And he will spread out his hands in the midst of it"
Isaiah;25;12;"And the high fortifications of his walls he will bring down,"
Isaiah;26;26;"In that day this song will be sung in the land of Judah:"
Isaiah;26;2;"Open the gates,"
Isaiah;26;3;"You keep him in perfect peace"
Isaiah;26;4;"Trust in the Lord forever,"
Isaiah;26;5;"For he has humbled"
Isaiah;26;6;"The foot tramples it,"
Isaiah;26;7;"The path of the righteous is level;"
Isaiah;26;8;"In the path of your judgments,"
Isaiah;26;9;"My soul yearns for you in the night;"
Isaiah;26;10;"If favor is shown to the wicked,"
Isaiah;26;11;"O Lord, your hand is lifted up,"
Isaiah;26;12;"O Lord, you will ordain peace for us,"
Isaiah;26;13;"O Lord our God,"
Isaiah;26;14;"They are dead, they will not live;"
Isaiah;26;15;"But you have increased the nation, O Lord,"
Isaiah;26;16;"O Lord, in distress they sought you;"
Isaiah;26;17;"Like a pregnant woman"
Isaiah;26;18;"&nbsp;&nbsp;&nbsp;&nbsp;"
Isaiah;26;19;"Your dead shall live; their bodies shall rise."
Isaiah;26;20;"Come, my people, enter your chambers,"
Isaiah;26;21;"For behold, the Lord is coming out from his place"
Isaiah;27;27;"In that day the Lord with his hard and great and strong sword will punish Leviathan the fleeing serpent, Leviathan the twisting serpent, and he will slay the dragon that is in the sea."
Isaiah;27;2;"In that day,"
Isaiah;27;3;"&nbsp;&nbsp;&nbsp;&nbsp;I, the Lord, am its keeper;"
Isaiah;27;4;"&nbsp;&nbsp;&nbsp;&nbsp;I have no wrath."
Isaiah;27;5;"Or let them lay hold of my protection,"
Isaiah;27;6;"In days to come Jacob shall take root,"
Isaiah;27;7;"Has he struck them as he struck those who struck them?"
Isaiah;27;8;"Measure by measure, by exile you contended with them;"
Isaiah;27;9;"Therefore by this the guilt of Jacob will be atoned for,"
Isaiah;27;10;"For the fortified city is solitary,"
Isaiah;27;11;"When its boughs are dry, they are broken;"
Isaiah;27;12;"In that day from the river Euphrates to the Brook of Egypt the Lord will thresh out the grain, and you will be gleaned one by one, O people of Israel."
Isaiah;27;13;"And in that day a great trumpet will be blown, and those who were lost in the land of Assyria and those who were driven out to the land of Egypt will come and worship the Lord on the holy mountain at Jerusalem."
Isaiah;28;28;"Ah, the proud crown of the drunkards of Ephraim,"
Isaiah;28;2;"Behold, the Lord has one who is mighty and strong;"
Isaiah;28;3;"The proud crown of the drunkards of Ephraim"
Isaiah;28;4;"and the fading flower of its glorious beauty,"
Isaiah;28;5;"In that day the Lord of hosts will be a crown of glory,"
Isaiah;28;6;"and a spirit of justice to him who sits in judgment,"
Isaiah;28;7;"These also reel with wine"
Isaiah;28;8;"For all tables are full of filthy vomit,"
Isaiah;28;9;"“To whom will he teach knowledge,"
Isaiah;28;10;"For it is precept upon precept, precept upon precept,"
Isaiah;28;11;"For by people of strange lips"
Isaiah;28;12;"&nbsp;&nbsp;&nbsp;&nbsp;to whom he has said,"
Isaiah;28;13;"And the word of the Lord will be to them"
Isaiah;28;14;"Therefore hear the word of the Lord, you scoffers,"
Isaiah;28;15;"Because you have said, “We have made a covenant with death,"
Isaiah;28;16;"therefore thus says the Lord God,"
Isaiah;28;17;"And I will make justice the line,"
Isaiah;28;18;"Then your covenant with death will be annulled,"
Isaiah;28;19;"As often as it passes through it will take you;"
Isaiah;28;20;"For the bed is too short to stretch oneself on,"
Isaiah;28;21;"For the Lord will rise up as on Mount Perazim;"
Isaiah;28;22;"Now therefore do not scoff,"
Isaiah;28;23;"Give ear, and hear my voice;"
Isaiah;28;24;"Does he who plows for sowing plow continually?"
Isaiah;28;25;"When he has leveled its surface,"
Isaiah;28;26;"For he is rightly instructed;"
Isaiah;28;27;"Dill is not threshed with a threshing sledge,"
Isaiah;28;28;"Does one crush grain for bread?"
Isaiah;28;29;"This also comes from the Lord of hosts;"
Isaiah;29;29;"Ah, Ariel, Ariel,"
Isaiah;29;2;"Yet I will distress Ariel,"
Isaiah;29;3;"And I will encamp against you all around,"
Isaiah;29;4;"And you will be brought low; from the earth you shall speak,"
Isaiah;29;5;"But the multitude of your foreign foes shall be like small dust,"
Isaiah;29;6;"&nbsp;&nbsp;&nbsp;&nbsp;"
Isaiah;29;7;"And the multitude of all the nations that fight against Ariel,"
Isaiah;29;8;"As when a hungry man dreams, and behold, he is eating,"
Isaiah;29;9;"Astonish yourselves and be astonished;"
Isaiah;29;10;"For the Lord has poured out upon you"
Isaiah;29;11;"And the vision of all this has become to you like the words of a book that is sealed. When men give it to one who can read, saying, “Read this,” he says, “I cannot, for it is sealed.”"
Isaiah;29;12;"And when they give the book to one who cannot read, saying, “Read this,” he says, “I cannot read.”"
Isaiah;29;13;"And the Lord said:"
Isaiah;29;14;"therefore, behold, I will again"
Isaiah;29;15;"Ah, you who hide deep from the Lord your counsel,"
Isaiah;29;16;"You turn things upside down!"
Isaiah;29;17;"Is it not yet a very little while"
Isaiah;29;18;"In that day the deaf shall hear"
Isaiah;29;19;"The meek shall obtain fresh joy in the Lord,"
Isaiah;29;20;"For the ruthless shall come to nothing"
Isaiah;29;21;"who by a word make a man out to be an offender,"
Isaiah;29;22;"Therefore thus says the Lord, who redeemed Abraham, concerning the house of Jacob:"
Isaiah;29;23;"For when he sees his children,"
Isaiah;29;24;"And those who go astray in spirit will come to understanding,"
Isaiah;30;30;"“Ah, stubborn children,” declares the Lord,"
Isaiah;30;2;"who set out to go down to Egypt,"
Isaiah;30;3;"Therefore shall the protection of Pharaoh turn to your shame,"
Isaiah;30;4;"For though his officials are at Zoan"
Isaiah;30;5;"everyone comes to shame"
Isaiah;30;6;"An oracle on the beasts of the Negeb."
Isaiah;30;7;"Egypt's help is worthless and empty;"
Isaiah;30;8;"And now, go, write it before them on a tablet"
Isaiah;30;9;"For they are a rebellious people,"
Isaiah;30;10;"who say to the seers, “Do not see,”"
Isaiah;30;11;"leave the way, turn aside from the path,"
Isaiah;30;12;"Therefore thus says the Holy One of Israel,"
Isaiah;30;13;"therefore this iniquity shall be to you"
Isaiah;30;14;"and its breaking is like that of a potter's vessel"
Isaiah;30;15;"For thus said the Lord God, the Holy One of Israel,"
Isaiah;30;17;"A thousand shall flee at the threat of one;"
Isaiah;30;18;"Therefore the Lord"
Isaiah;30;19;"For a people shall dwell in Zion, in Jerusalem; you shall weep no more. He will surely be gracious to you at the sound of your cry. As soon as he hears it, he answers you."
Isaiah;30;20;"And though the Lord give you the bread of adversity and the water of affliction, yet your Teacher will not hide himself anymore, but your eyes shall see your Teacher."
Isaiah;30;21;"And your ears shall hear a word behind you, saying, “This is the way, walk in it,” when you turn to the right or when you turn to the left."
Isaiah;30;22;"Then you will defile your carved idols overlaid with silver and your gold-plated metal images. You will scatter them as unclean things. You will say to them, “Be gone!”"
Isaiah;30;23;"And he will give rain for the seed with which you sow the ground, and bread, the produce of the ground, which will be rich and plenteous. In that day your livestock will graze in large pastures,"
Isaiah;30;24;"and the oxen and the donkeys that work the ground will eat seasoned fodder, which has been winnowed with shovel and fork."
Isaiah;30;25;"And on every lofty mountain and every high hill there will be brooks running with water, in the day of the great slaughter, when the towers fall."
Isaiah;30;26;"Moreover, the light of the moon will be as the light of the sun, and the light of the sun will be sevenfold, as the light of seven days, in the day when the Lord binds up the brokenness of his people, and heals the wounds inflicted by his blow."
Isaiah;30;27;"Behold, the name of the Lord comes from afar,"
Isaiah;30;28;"his breath is like an overflowing stream"
Isaiah;30;29;"You shall have a song as in the night when a holy feast is kept, and gladness of heart, as when one sets out to the sound of the flute to go to the mountain of the Lord, to the Rock of Israel."
Isaiah;30;30;"And the Lord"
Isaiah;30;31;"The Assyrians will be terror-stricken at the voice of the Lord, when he strikes with his rod."
Isaiah;30;32;"And every stroke of the appointed staff that the Lord lays on them will be to the sound of tambourines and lyres. Battling with brandished arm, he will fight with them."
Isaiah;30;33;"For a burning place has long been prepared; indeed, for the king it is made ready, its pyre made deep and wide, with fire and wood in abundance; the breath of the Lord, like a stream of sulfur, kindles it."
Isaiah;31;31;"Woe to those who go down to Egypt for help"
Isaiah;31;2;"And yet he is wise and brings disaster;"
Isaiah;31;3;"The Egyptians are man, and not God,"
Isaiah;31;4;"For thus the Lord said to me,"
Isaiah;31;5;"Like birds hovering, so the Lord of hosts"
Isaiah;31;6;"Turn to him from whom people have deeply revolted, O children of Israel."
Isaiah;31;7;"For in that day everyone shall cast away his idols of silver and his idols of gold, which your hands have sinfully made for you."
Isaiah;31;8;"“And the Assyrian shall fall by a sword, not of man;"
Isaiah;31;9;"His rock shall pass away in terror,"
Isaiah;32;32;"Behold, a king will reign in righteousness,"
Isaiah;32;2;"Each will be like a hiding place from the wind,"
Isaiah;32;3;"Then the eyes of those who see will not be closed,"
Isaiah;32;4;"The heart of the hasty will understand and know,"
Isaiah;32;5;"The fool will no more be called noble,"
Isaiah;32;6;"For the fool speaks folly,"
Isaiah;32;7;"As for the scoundrel—his devices are evil;"
Isaiah;32;8;"But he who is noble plans noble things,"
Isaiah;32;9;"Rise up, you women who are at ease, hear my voice;"
Isaiah;32;10;"In little more than a year"
Isaiah;32;11;"Tremble, you women who are at ease,"
Isaiah;32;12;"Beat your breasts for the pleasant fields,"
Isaiah;32;13;"for the soil of my people"
Isaiah;32;14;"For the palace is forsaken,"
Isaiah;32;15;"until the Spirit is poured upon us from on high,"
Isaiah;32;16;"Then justice will dwell in the wilderness,"
Isaiah;32;17;"And the effect of righteousness will be peace,"
Isaiah;32;18;"My people will abide in a peaceful habitation,"
Isaiah;32;19;"And it will hail when the forest falls down,"
Isaiah;32;20;"Happy are you who sow beside all waters,"
Isaiah;33;33;"Ah, you destroyer,"
Isaiah;33;2;"O Lord, be gracious to us; we wait for you."
Isaiah;33;3;"At the tumultuous noise peoples flee;"
Isaiah;33;4;"and your spoil is gathered as the caterpillar gathers;"
Isaiah;33;5;"The Lord is exalted, for he dwells on high;"
Isaiah;33;6;"and he will be the stability of your times,"
Isaiah;33;7;"Behold, their heroes cry in the streets;"
Isaiah;33;8;"The highways lie waste;"
Isaiah;33;9;"The land mourns and languishes;"
Isaiah;33;10;"“Now I will arise,” says the Lord,"
Isaiah;33;11;"You conceive chaff; you give birth to stubble;"
Isaiah;33;12;"And the peoples will be as if burned to lime,"
Isaiah;33;13;"Hear, you who are far off, what I have done;"
Isaiah;33;14;"The sinners in Zion are afraid;"
Isaiah;33;15;"He who walks righteously and speaks uprightly,"
Isaiah;33;16;"he will dwell on the heights;"
Isaiah;33;17;"Your eyes will behold the king in his beauty;"
Isaiah;33;18;"Your heart will muse on the terror:"
Isaiah;33;19;"You will see no more the insolent people,"
Isaiah;33;20;"Behold Zion, the city of our appointed feasts!"
Isaiah;33;21;"But there the Lord in majesty will be for us"
Isaiah;33;22;"For the Lord is our judge; the Lord is our lawgiver;"
Isaiah;33;23;"Your cords hang loose;"
Isaiah;33;24;"And no inhabitant will say, “I am sick”;"
Isaiah;34;34;"Draw near, O nations, to hear,"
Isaiah;34;2;"For the Lord is enraged against all the nations,"
Isaiah;34;3;"Their slain shall be cast out,"
Isaiah;34;4;"All the host of heaven shall rot away,"
Isaiah;34;5;"For my sword has drunk its fill in the heavens;"
Isaiah;34;6;"The Lord has a sword; it is sated with blood;"
Isaiah;34;7;"Wild oxen shall fall with them,"
Isaiah;34;8;"For the Lord has a day of vengeance,"
Isaiah;34;9;"And the streams of Edom shall be turned into pitch,"
Isaiah;34;10;"Night and day it shall not be quenched;"
Isaiah;34;11;"But the hawk and the porcupine shall possess it,"
Isaiah;34;12;"Its nobles—there is no one there to call it a kingdom,"
Isaiah;34;13;"Thorns shall grow over its strongholds,"
Isaiah;34;14;"And wild animals shall meet with hyenas;"
Isaiah;34;15;"There the owl nests and lays"
Isaiah;34;16;"Seek and read from the book of the Lord:"
Isaiah;34;17;"He has cast the lot for them;"
Isaiah;35;35;"The wilderness and the dry land shall be glad;"
Isaiah;35;2;"it shall blossom abundantly"
Isaiah;35;3;"Strengthen the weak hands,"
Isaiah;35;4;"Say to those who have an anxious heart,"
Isaiah;35;5;"Then the eyes of the blind shall be opened,"
Isaiah;35;6;"then shall the lame man leap like a deer,"
Isaiah;35;7;"the burning sand shall become a pool,"
Isaiah;35;8;"And a highway shall be there,"
Isaiah;35;9;"No lion shall be there,"
Isaiah;35;10;"And the ransomed of the Lord shall return"
Isaiah;36;36;"In the fourteenth year of King Hezekiah, Sennacherib king of Assyria came up against all the fortified cities of Judah and took them."
Isaiah;36;2;"And the king of Assyria sent the Rabshakeh from Lachish to King Hezekiah at Jerusalem, with a great army. And he stood by the conduit of the upper pool on the highway to the Washer's Field."
Isaiah;36;3;"And there came out to him Eliakim the son of Hilkiah, who was over the household, and Shebna the secretary, and Joah the son of Asaph, the recorder."
Isaiah;36;4;"And the Rabshakeh said to them, “Say to Hezekiah, ‘Thus says the great king, the king of Assyria: On what do you rest this trust of yours?"
Isaiah;36;5;"Do you think that mere words are strategy and power for war? In whom do you now trust, that you have rebelled against me?"
Isaiah;36;6;"Behold, you are trusting in Egypt, that broken reed of a staff, which will pierce the hand of any man who leans on it. Such is Pharaoh king of Egypt to all who trust in him."
Isaiah;36;7;"But if you say to me, “We trust in the Lord our God,” is it not he whose high places and altars Hezekiah has removed, saying to Judah and to Jerusalem, “You shall worship before this altar”?"
Isaiah;36;8;"Come now, make a wager with my master the king of Assyria: I will give you two thousand horses, if you are able on your part to set riders on them."
Isaiah;36;9;"How then can you repulse a single captain among the least of my master's servants, when you trust in Egypt for chariots and for horsemen?"
Isaiah;36;10;"Moreover, is it without the Lord that I have come up against this land to destroy it? The Lord said to me, “Go up against this land and destroy it.”’”"
Isaiah;36;11;"Then Eliakim, Shebna, and Joah said to the Rabshakeh, “Please speak to your servants in Aramaic, for we understand it. Do not speak to us in the language of Judah within the hearing of the people who are on the wall.”"
Isaiah;36;12;"But the Rabshakeh said, “Has my master sent me to speak these words to your master and to you, and not to the men sitting on the wall, who are doomed with you to eat their own dung and drink their own urine?”"
Isaiah;36;13;"Then the Rabshakeh stood and called out in a loud voice in the language of Judah: “Hear the words of the great king, the king of Assyria!"
Isaiah;36;14;"Thus says the king: ‘Do not let Hezekiah deceive you, for he will not be able to deliver you."
Isaiah;36;15;"Do not let Hezekiah make you trust in the Lord by saying, “The Lord will surely deliver us. This city will not be given into the hand of the king of Assyria.”"
Isaiah;36;16;"Do not listen to Hezekiah. For thus says the king of Assyria: Make your peace with me and come out to me. Then each one of you will eat of his own vine, and each one of his own fig tree, and each one of you will drink the water of his own cistern,"
Isaiah;36;17;"until I come and take you away to a land like your own land, a land of grain and wine, a land of bread and vineyards."
Isaiah;36;18;"Beware lest Hezekiah mislead you by saying, “The Lord will deliver us.” Has any of the gods of the nations delivered his land out of the hand of the king of Assyria?"
Isaiah;36;19;"Where are the gods of Hamath and Arpad? Where are the gods of Sepharvaim? Have they delivered Samaria out of my hand?"
Isaiah;36;20;"Who among all the gods of these lands have delivered their lands out of my hand, that the Lord should deliver Jerusalem out of my hand?’”"
Isaiah;36;21;"But they were silent and answered him not a word, for the king's command was, “Do not answer him.”"
Isaiah;36;22;"Then Eliakim the son of Hilkiah, who was over the household, and Shebna the secretary, and Joah the son of Asaph, the recorder, came to Hezekiah with their clothes torn, and told him the words of the Rabshakeh."
Isaiah;37;37;"As soon as King Hezekiah heard it, he tore his clothes and covered himself with sackcloth and went into the house of the Lord."
Isaiah;37;2;"And he sent Eliakim, who was over the household, and Shebna the secretary, and the senior priests, covered with sackcloth, to the prophet Isaiah the son of Amoz."
Isaiah;37;3;"They said to him, “Thus says Hezekiah, ‘This day is a day of distress, of rebuke, and of disgrace; children have come to the point of birth, and there is no strength to bring them forth."
Isaiah;37;4;"It may be that the Lord your God will hear the words of the Rabshakeh, whom his master the king of Assyria has sent to mock the living God, and will rebuke the words that the Lord your God has heard; therefore lift up your prayer for the remnant that is left.’”"
Isaiah;37;5;"When the servants of King Hezekiah came to Isaiah,"
Isaiah;37;6;"Isaiah said to them, “Say to your master, ‘Thus says the Lord: Do not be afraid because of the words that you have heard, with which the young men of the king of Assyria have reviled me."
Isaiah;37;7;"Behold, I will put a spirit in him, so that he shall hear a rumor and return to his own land, and I will make him fall by the sword in his own land.’”"
Isaiah;37;8;"The Rabshakeh returned, and found the king of Assyria fighting against Libnah, for he had heard that the king had left Lachish."
Isaiah;37;9;"Now the king heard concerning Tirhakah king of Cush, “He has set out to fight against you.” And when he heard it, he sent messengers to Hezekiah, saying,"
Isaiah;37;10;"“Thus shall you speak to Hezekiah king of Judah: ‘Do not let your God in whom you trust deceive you by promising that Jerusalem will not be given into the hand of the king of Assyria."
Isaiah;37;11;"Behold, you have heard what the kings of Assyria have done to all lands, devoting them to destruction. And shall you be delivered?"
Isaiah;37;12;"Have the gods of the nations delivered them, the nations that my fathers destroyed, Gozan, Haran, Rezeph, and the people of Eden who were in Telassar?"
Isaiah;37;13;"Where is the king of Hamath, the king of Arpad, the king of the city of Sepharvaim, the king of Hena, or the king of Ivvah?’”"
Isaiah;37;14;"Hezekiah received the letter from the hand of the messengers, and read it; and Hezekiah went up to the house of the Lord, and spread it before the Lord."
Isaiah;37;15;"And Hezekiah prayed to the Lord:"
Isaiah;37;16;"“O Lord of hosts, God of Israel, enthroned above the cherubim, you are the God, you alone, of all the kingdoms of the earth; you have made heaven and earth."
Isaiah;37;17;"Incline your ear, O Lord, and hear; open your eyes, O Lord, and see; and hear all the words of Sennacherib, which he has sent to mock the living God."
Isaiah;37;18;"Truly, O Lord, the kings of Assyria have laid waste all the nations and their lands,"
Isaiah;37;19;"and have cast their gods into the fire. For they were no gods, but the work of men's hands, wood and stone. Therefore they were destroyed."
Isaiah;37;20;"So now, O Lord our God, save us from his hand, that all the kingdoms of the earth may know that you alone are the Lord.”"
Isaiah;37;21;"Then Isaiah the son of Amoz sent to Hezekiah, saying, “Thus says the Lord, the God of Israel: Because you have prayed to me concerning Sennacherib king of Assyria,"
Isaiah;37;22;"this is the word that the Lord has spoken concerning him:"
Isaiah;37;23;"“‘Whom have you mocked and reviled?"
Isaiah;37;24;"By your servants you have mocked the Lord,"
Isaiah;37;25;"I dug wells"
Isaiah;37;26;"“‘Have you not heard"
Isaiah;37;27;"while their inhabitants, shorn of strength,"
Isaiah;37;28;"“‘I know your sitting down"
Isaiah;37;29;"Because you have raged against me"
Isaiah;37;30;"“And this shall be the sign for you: this year you shall eat what grows of itself, and in the second year what springs from that. Then in the third year sow and reap, and plant vineyards, and eat their fruit."
Isaiah;37;31;"And the surviving remnant of the house of Judah shall again take root downward and bear fruit upward."
Isaiah;37;32;"For out of Jerusalem shall go a remnant, and out of Mount Zion a band of survivors. The zeal of the Lord of hosts will do this."
Isaiah;37;33;"“Therefore thus says the Lord concerning the king of Assyria: He shall not come into this city or shoot an arrow there or come before it with a shield or cast up a siege mound against it."
Isaiah;37;34;"By the way that he came, by the same he shall return, and he shall not come into this city, declares the Lord."
Isaiah;37;35;"For I will defend this city to save it, for my own sake and for the sake of my servant David.”"
Isaiah;37;36;"And the angel of the Lord went out and struck down 185,000 in the camp of the Assyrians. And when people arose early in the morning, behold, these were all dead bodies."
Isaiah;37;37;"Then Sennacherib king of Assyria departed and returned home and lived at Nineveh."
Isaiah;37;38;"And as he was worshiping in the house of Nisroch his god, Adrammelech and Sharezer, his sons, struck him down with the sword. And after they escaped into the land of Ararat, Esarhaddon his son reigned in his place."
Isaiah;38;38;"In those days Hezekiah became sick and was at the point of death. And Isaiah the prophet the son of Amoz came to him, and said to him, “Thus says the Lord: Set your house in order, for you shall die, you shall not recover.”"
Isaiah;38;2;"Then Hezekiah turned his face to the wall and prayed to the Lord,"
Isaiah;38;3;"and said, “Please, O Lord, remember how I have walked before you in faithfulness and with a whole heart, and have done what is good in your sight.” And Hezekiah wept bitterly."
Isaiah;38;4;"Then the word of the Lord came to Isaiah:"
Isaiah;38;5;"“Go and say to Hezekiah, Thus says the Lord, the God of David your father: I have heard your prayer; I have seen your tears. Behold, I will add fifteen years to your life."
Isaiah;38;6;"I will deliver you and this city out of the hand of the king of Assyria, and will defend this city."
Isaiah;38;7;"“This shall be the sign to you from the Lord, that the Lord will do this thing that he has promised:"
Isaiah;38;8;"Behold, I will make the shadow cast by the declining sun on the dial of Ahaz turn back ten steps.” So the sun turned back on the dial the ten steps by which it had declined."
Isaiah;38;9;"A writing of Hezekiah king of Judah, after he had been sick and had recovered from his sickness:"
Isaiah;38;10;"I said, In the middle of my days"
Isaiah;38;11;"I said, I shall not see the Lord,"
Isaiah;38;12;"My dwelling is plucked up and removed from me"
Isaiah;38;13;"&nbsp;&nbsp;&nbsp;&nbsp;"
Isaiah;38;14;"Like a swallow or a crane I chirp;"
Isaiah;38;15;"What shall I say? For he has spoken to me,"
Isaiah;38;16;"O Lord, by these things men live,"
Isaiah;38;17;"Behold, it was for my welfare"
Isaiah;38;18;"For Sheol does not thank you;"
Isaiah;38;19;"The living, the living, he thanks you,"
Isaiah;38;20;"The Lord will save me,"
Isaiah;38;21;"Now Isaiah had said, “Let them take a cake of figs and apply it to the boil, that he may recover.”"
Isaiah;38;22;"Hezekiah also had said, “What is the sign that I shall go up to the house of the Lord?”"
Isaiah;39;39;"At that time Merodach-baladan the son of Baladan, king of Babylon, sent envoys with letters and a present to Hezekiah, for he heard that he had been sick and had recovered."
Isaiah;39;2;"And Hezekiah welcomed them gladly. And he showed them his treasure house, the silver, the gold, the spices, the precious oil, his whole armory, all that was found in his storehouses. There was nothing in his house or in all his realm that Hezekiah did not show them."
Isaiah;39;3;"Then Isaiah the prophet came to King Hezekiah, and said to him, “What did these men say? And from where did they come to you?” Hezekiah said, “They have come to me from a far country, from Babylon.”"
Isaiah;39;4;"He said, “What have they seen in your house?” Hezekiah answered, “They have seen all that is in my house. There is nothing in my storehouses that I did not show them.”"
Isaiah;39;5;"Then Isaiah said to Hezekiah, “Hear the word of the Lord of hosts:"
Isaiah;39;6;"Behold, the days are coming, when all that is in your house, and that which your fathers have stored up till this day, shall be carried to Babylon. Nothing shall be left, says the Lord."
Isaiah;39;7;"And some of your own sons, who will come from you, whom you will father, shall be taken away, and they shall be eunuchs in the palace of the king of Babylon.”"
Isaiah;39;8;"Then Hezekiah said to Isaiah, “The word of the Lord that you have spoken is good.” For he thought, “There will be peace and security in my days.”"
Isaiah;40;40;"Comfort, comfort my people, says your God."
Isaiah;40;2;"Speak tenderly to Jerusalem,"
Isaiah;40;3;"A voice cries:"
Isaiah;40;4;"Every valley shall be lifted up,"
Isaiah;40;5;"And the glory of the Lord shall be revealed,"
Isaiah;40;6;"A voice says, “Cry!”"
Isaiah;40;7;"The grass withers, the flower fades"
Isaiah;40;8;"The grass withers, the flower fades,"
Isaiah;40;9;"Go on up to a high mountain,"
Isaiah;40;10;"Behold, the Lord God comes with might,"
Isaiah;40;11;"He will tend his flock like a shepherd;"
