Book;Chapter;Verse;Content
Psalm;22;10;"On you was I cast from my birth,"
Psalm;22;11;"Be not far from me,"
Psalm;22;12;"Many bulls encompass me;"
Psalm;22;13;"they open wide their mouths at me,"
Psalm;22;14;"I am poured out like water,"
Psalm;22;15;"my strength is dried up like a potsherd,"
Psalm;22;16;"For dogs encompass me;"
Psalm;22;17;"I can count all my bones—"
Psalm;22;18;"they divide my garments among them,"
Psalm;22;19;"But you, O Lord, do not be far off!"
Psalm;22;20;"Deliver my soul from the sword,"
Psalm;22;21;"&nbsp;&nbsp;&nbsp;&nbsp;Save me from the mouth of the lion!"
Psalm;22;22;"I will tell of your name to my brothers;"
Psalm;22;23;"You who fear the Lord, praise him!"
Psalm;22;24;"For he has not despised or abhorred"
Psalm;22;25;"From you comes my praise in the great congregation;"
Psalm;22;26;"The afflicted shall eat and be satisfied;"
Psalm;22;27;"All the ends of the earth shall remember"
Psalm;22;28;"For kingship belongs to the Lord,"
Psalm;22;29;"All the prosperous of the earth eat and worship;"
Psalm;22;30;"Posterity shall serve him;"
Psalm;22;31;"they shall come and proclaim his righteousness to a people yet unborn,"
Psalm;23;23;"The Lord is my shepherd; I shall not want."
Psalm;23;2;"&nbsp;&nbsp;&nbsp;&nbsp;He makes me lie down in green pastures."
Psalm;23;3;"&nbsp;&nbsp;&nbsp;&nbsp;He restores my soul."
Psalm;23;4;"Even though I walk through the valley of the shadow of death,"
Psalm;23;5;"You prepare a table before me"
Psalm;23;6;"Surely goodness and mercy shall follow me"
Psalm;24;24;"The earth is the Lord's and the fullness thereof,"
Psalm;24;2;"for he has founded it upon the seas"
Psalm;24;3;"Who shall ascend the hill of the Lord?"
Psalm;24;4;"He who has clean hands and a pure heart,"
Psalm;24;5;"He will receive blessing from the Lord"
Psalm;24;6;"Such is the generation of those who seek him,"
Psalm;24;7;"Lift up your heads, O gates!"
Psalm;24;8;"Who is this King of glory?"
Psalm;24;9;"Lift up your heads, O gates!"
Psalm;24;10;"Who is this King of glory?"
Psalm;25;25;"To you, O Lord, I lift up my soul."
Psalm;25;2;"O my God, in you I trust;"
Psalm;25;3;"Indeed, none who wait for you shall be put to shame;"
Psalm;25;4;"Make me to know your ways, O Lord;"
Psalm;25;5;"Lead me in your truth and teach me,"
Psalm;25;6;"Remember your mercy, O Lord, and your steadfast love,"
Psalm;25;7;"Remember not the sins of my youth or my transgressions;"
Psalm;25;8;"Good and upright is the Lord;"
Psalm;25;9;"He leads the humble in what is right,"
Psalm;25;10;"All the paths of the Lord are steadfast love and faithfulness,"
Psalm;25;11;"For your name's sake, O Lord,"
Psalm;25;12;"Who is the man who fears the Lord?"
Psalm;25;13;"His soul shall abide in well-being,"
Psalm;25;14;"The friendship of the Lord is for those who fear him,"
Psalm;25;15;"My eyes are ever toward the Lord,"
Psalm;25;16;"Turn to me and be gracious to me,"
Psalm;25;17;"The troubles of my heart are enlarged;"
Psalm;25;18;"Consider my affliction and my trouble,"
Psalm;25;19;"Consider how many are my foes,"
Psalm;25;20;"Oh, guard my soul, and deliver me!"
Psalm;25;21;"May integrity and uprightness preserve me,"
Psalm;25;22;"Redeem Israel, O God,"
Psalm;26;26;"Vindicate me, O Lord,"
Psalm;26;2;"Prove me, O Lord, and try me;"
Psalm;26;3;"For your steadfast love is before my eyes,"
Psalm;26;4;"I do not sit with men of falsehood,"
Psalm;26;5;"I hate the assembly of evildoers,"
